preds,true
0.28270853,0.0
2.0732844,1.0
1.4053248,2.7
1.7445267,1.3
4.166649,3.7
1.562311,1.7
1.1473624,1.0
2.5318058,2.7
1.9389193,0.7
1.7689142,2.0
1.4251289,1.3
2.2611527,1.0
2.9037716,3.3
0.92137045,0.3
1.8011435,0.3
1.5335587,0.7
1.8645198,2.7
1.3543164,0.7
0.9280447,0.7
1.760644,3.0
0.5786981,0.0
2.4122598,2.7
2.6972866,2.0
1.3861661,3.0
1.7664807,0.7
0.66975194,1.0
0.8388127,2.0
0.6254624,0.3
3.0645208,4.0
0.86915654,0.7
0.64623,0.3
2.0171335,1.0
1.5409192,1.0
1.376167,0.7
0.78609824,1.0
2.4664195,3.7
1.1880008,2.0
0.80348074,0.3
1.0058596,0.3
2.1496146,3.3
3.5559034,4.0
2.010995,2.7
2.336192,2.0
1.211544,1.0
2.9254208,3.0
1.551961,1.3
0.91374564,0.7
2.9525487,2.3
2.8740447,2.3
0.81327236,1.3
0.6525613,0.0
1.0412408,0.7
1.694962,1.3
0.58800083,1.0
1.259822,1.3
2.411634,2.7
0.6910079,0.7
1.6793268,1.3
2.8564675,2.0
3.173035,2.3
2.5354538,2.7
0.5740584,0.3
1.6842357,1.0
2.6156611,3.3
2.1015408,2.0
3.119763,4.7
0.67316127,1.3
3.2179735,3.7
1.4048915,0.0
1.4034417,2.3
3.25378,3.0
1.988478,2.0
0.95934206,0.3
1.2582477,0.7
1.753483,3.0
1.0453386,3.3
1.0900769,1.3
1.0574043,1.3
2.2624109,2.7
2.9469376,2.0
0.630823,0.7
1.9625239,1.3
0.31182587,0.3
0.6817963,0.7
0.50163335,0.7
0.46259147,0.0
2.5290596,3.7
1.3032897,0.3
0.41160208,0.0
1.5547857,1.7
0.71869975,0.3
1.7370945,2.7
1.7389964,1.3
3.2667406,4.7
1.1476363,0.0
0.41887388,0.3
0.83847314,0.0
2.1479318,3.0
0.7309624,1.0
0.43720922,0.7
1.6726534,3.0
3.269324,5.7
1.6834091,4.0
0.55721676,1.0
3.6490197,4.7
0.863592,0.3
2.5249004,2.0
2.3608773,2.0
0.37563396,1.3
1.4463406,1.3
3.1989331,3.0
2.2089462,3.3
1.7617619,0.7
1.1481822,1.7
1.0958169,1.3
2.9804945,4.3
0.72133875,0.0
1.1137395,1.7
2.6651802,2.7
0.97567433,0.3
1.56859,1.7
0.3482657,0.0
3.0537944,3.7
1.2563578,0.3
0.6914379,0.7
1.8792863,2.0
1.2583685,1.0
0.34182826,0.7
0.56451476,1.0
0.38608775,0.3
1.6292428,2.0
2.4503548,1.3
1.6596396,2.3
1.3651149,2.7
1.4314426,1.3
0.31750822,0.0
2.8413014,3.7
0.8092058,0.3
1.0286624,1.0
1.1304822,0.3
1.4184778,2.3
1.8294317,2.7
1.0818887,1.0
2.3769164,1.3
1.5527272,1.7
2.848962,0.7
2.968701,3.0
0.85928833,0.3
0.33414453,0.3
1.8763932,4.3
1.0050249,0.3
0.47941408,0.3
0.35536885,0.0
0.5801468,1.7
0.35915583,0.3
0.5665064,0.3
4.2369676,7.0
1.405447,2.3
1.008845,0.3
0.39353386,0.0
0.91938376,0.7
0.75280786,0.3
2.3878794,3.0
1.1415079,0.7
1.2644556,1.0
1.0362085,2.0
1.2201928,2.0
3.0778189,2.7
0.37835708,1.7
1.230663,1.3
4.648556,6.0
1.8518622,2.3
0.5303855,0.7
0.5956445,0.3
1.0819905,0.7
0.7759192,1.0
1.1547912,2.0
1.8708192,1.0
3.2697883,3.0
1.1608136,0.3
0.72842216,0.3
2.3199978,0.7
0.7297895,1.3
3.0389438,4.0
0.2679205,0.3
1.1080883,1.3
2.1468115,3.0
1.2031943,0.3
3.57469,4.7
